Job Title,Job Salary,Job Experience Required,Skills,Role,Location
Admin Executive," 3,00,000 - 5,00,000 PA. ",1,"Office Administration, Facility Management, Scheduling, Documentation",Executive / Sr Executive - Administration,Gurgaon
Sales Consultant," 1,00,000 - 2,50,000 PA. ",0,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Bengaluru
Customer Support Executive," 1,50,000 - 3,00,000 PA. ",0,"Customer Interaction, Problem Solving, Communication Skills, CRM Tools, Ticketing Systems",Telemarketing Executive,Noida
Home Loan Executive," 1,50,000 - 2,75,000 PA. ",0,"Loan Processing, Customer Interaction, Document Verification",Telemarketing Executive,Mumbai
Android Developer," 2,50,000 - 3,25,000 PA. ",2,"Android SDK, Java, Kotlin, Mobile App Development, Firebase",Software Developer,Hyderabad
Marketing Executive," 1,75,000 - 2,00,000 PA. ",0,"Digital Marketing, SEO, Content Creation, Campaign Management",Business Development Manager,Bengaluru
Senior Full Stack Developer," 12,00,000 - 16,00,000 PA. ",4,"MERN Stack, REST APIs, System Architecture, DevOps",Software Developer,Mumbai
Java Developer," 5,00,000 - 15,00,000 PA. ",3,"Java, Spring, Hibernate, REST APIs, SQL",Software Developer,Ahmedabad
Direct Sales," 2,50,000 - 4,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development-Manager,Pune
Web Developer," 2,50,000 - 3,00,000 PA. ",2,"HTML, CSS, JavaScript, PHP, React, Responsive Design",Web Designer,Hyderabad
Operation Manager," 1,50,000 - 2,50,000 PA. ",1,"Operations Oversight, SOP Implementation, KPI Monitoring, Resource Allocation",Operations Manager,Kolkata
Full Stack Developer," 3,00,000 - 6,00,000 PA. ",4,"Frontend Development, Backend Development, JavaScript, Node.js, React, MongoDB",Software Developer,Gurgaon
Unit Sales Manager," 2,50,000 - 4,75,000 PA. ",3,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Mumbai
Python Developer," 5,00,000 - 15,00,000 PA. ",1,"Python, Django, Flask, REST APIs, Pandas, SQL",Software Developer,Mumbai
HR Generalist," 2,00,000 - 6,50,000 PA. ",2,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Executive,Pune
Executive Sales & Marketing," 1,25,000 - 2,25,000 PA. ",0,"Communication, CRM, Negotiation, Lead Generation",Sales Executive / Officer,Hyderabad
HR Executive (male)," 1,25,000 - 1,75,000 PA. ",2,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Executive,Kolkata
Sales," 1,50,000 - 2,25,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Mumbai
Accountant," 1,75,000 - 2,25,000 PA. ",1,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Accountant,Mumbai
Business Development Executive," 3,00,000 - 6,00,000 PA. ",1,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Delhi
HR Executive," 2,00,000 - 3,00,000 PA. ",1,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Executive,Mumbai
Java Developer," 4,00,000 - 8,50,000 PA. ",3,"Java, Spring, Hibernate, REST APIs, SQL",Software Developer,Delhi
Premier Acquisition Manager," 2,00,000 - 4,00,000 PA. ",2,"Networking, System Administration, Security, Technical Support, Cloud Computing",Client Servicing / Key Account Manager,Mumbai
Architect," 1,75,000 - 3,00,000 PA. ",0,"Networking, System Administration, Security, Technical Support, Cloud Computing",Architect,Bengaluru
IT Project Manager," 4,00,000 - 8,00,000 PA. ",7,"Networking, System Administration, Security, Technical Support, Cloud Computing",Project Lead,Pune
Branch Manager," 9,00,000 - 12,00,000 PA. ",10,"Branch Operations, Sales, Team Leadership, Compliance, Customer Relations",Branch Manager,Mumbai
Production Supervisor," 1,50,000 - 2,50,000 PA. ",4,"Production Planning, Team Supervision, Quality Control, Safety Compliance",Maintenance Supervisor,Mumbai
Graphic Designer," 7,00,000 - 9,00,000 PA. ",5,"Adobe Photoshop, Illustrator, CorelDRAW, Creativity, Typography, Branding",Graphic Designer,Bengaluru
Asp.net Developer," 2,00,000 - 7,00,000 PA. ",1,"ASP.NET, C#, SQL Server, Web Development, MVC",Software Developer,Mumbai
Urgent," 8,00,000 - 15,00,000 PA. ",5,"General Office Support, Coordination, Communication, Admin Tasks",Sales / Business Development Manager,Hyderabad
Deputy Manager," 7,00,000 - 9,00,000 PA. ",5,"Team Management, Strategic Planning, Performance Monitoring, Reporting, Process Improvement",Training Manager,Mumbai
Purchase Manager," 8,00,000 - 8,50,000 PA. ",8,"Procurement, Vendor Management, Negotiation, Inventory Control",GM-Purchase / Material Management,Ahmedabad
Business Development Executive," 4,00,000 - 8,00,000 PA. ",1,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Bengaluru
Business Analyst," 3,00,000 - 7,00,000 PA. ",1,"Requirement Gathering, Business Process Analysis, Stakeholder Communication, Data Analysis",Business Analyst,Bengaluru
Graphic Designer," 2,00,000 - 2,50,000 PA. ",2,"Adobe Photoshop, Illustrator, CorelDRAW, Creativity, Typography, Branding",Product Designer,Delhi
Dot Net Developer," 1,25,000 - 4,75,000 PA. ",1,"ASP.NET, C#, SQL Server, MVC, Web API, Visual Studio",Software Developer,Kolkata
Finance & Accounts Officer," 2,00,000 - 3,25,000 PA. ",1,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Financial Accountant,Gurgaon
Senior Process Executive," 1,00,000 - 2,25,000 PA. ",1,"Process Improvement, Operations Management, Reporting, SLA Management",Sales Executive,Hyderabad
Sales Manager," 2,25,000 - 7,00,000 PA. ",2,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Noida
Design Engineer," 4,00,000 - 7,00,000 PA. ",4,"AutoCAD, SolidWorks, Product Design, Mechanical Design, GD&T, 3D Modeling",Design Engineer,Chennai
Area Sales Manager," 3,00,000 - 4,00,000 PA. ",2,"Communication, CRM, Negotiation, Lead Generation",Regional Sales Manager,Mumbai
Assistant Manager," 1,00,000 - 3,50,000 PA. ",0,"Team Coordination, Process Management, Reporting, Operations Support",Sales / Business Development Manager,Kolkata
Purchase Manager," 7,50,000 - 8,50,000 PA. ",12,"Procurement, Vendor Management, Negotiation, Inventory Control",Purchase / Vendor Development Manager,Pune
Developer," 8,00,000 - 10,00,000 PA. ",6,"Programming, Debugging, Software Development, Version Control",Software Developer,Noida
Full Stack Developer," 5,00,000 - 14,00,000 PA. ",2,"Frontend Development, Backend Development, JavaScript, Node.js, React, MongoDB",Software Developer,Bengaluru
Executive," 2,50,000 - 4,00,000 PA. ",3,"Communication, Coordination, Data Entry, Reporting, Office Administration",Quality Assurance / Quality Control Executive,Mumbai
Sales," 2,00,000 - 3,50,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Hyderabad
Junior Accountant," 2,00,000 - 3,25,000 PA. ",2,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Accounts Executive / Accountant,Delhi
Key Accounts Manager," 2,50,000 - 5,50,000 PA. ",2,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Business Development Manager,Noida
Administration Executive," 2,00,000 - 3,00,000 PA. ",1,"Administrative Support, Documentation, Calendar Management, Office Operations",Executive / Sr Executive - Administration,Delhi
Software Developer," 3,00,000 - 5,00,000 PA. ",2,"Software Design, Programming, Debugging, SDLC, Version Control",Software Developer,Chennai
Assistant Manager," 5,00,000 - 8,00,000 PA. ",4,"Team Coordination, Process Management, Reporting, Operations Support",Marketing Research Executive / Manager,Mumbai
Sales Executive," 1,25,000 - 2,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Bengaluru
Business Analyst," 3,00,000 - 3,50,000 PA. ",1,"Requirement Gathering, Business Process Analysis, Stakeholder Communication, Data Analysis",Business Analyst,Mumbai
Marketing Executive," 3,00,000 - 4,00,000 PA. ",0,"Digital Marketing, SEO, Content Creation, Campaign Management",Sales Executive,Delhi
Accounts Executive," 2,00,000 - 3,00,000 PA. ",1,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Accounts Executive,Delhi
Manager," 5,00,000 - 12,00,000 PA. ",4,"Leadership, Strategic Planning, Team Management, Reporting, Performance Monitoring",Sales / BD Manager,Mumbai
Business Development Executive," 3,00,000 - 4,75,000 PA. ",2,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Mumbai
Assistant Manager," 1,00,000 - 6,00,000 PA. ",5,"Team Coordination, Process Management, Reporting, Operations Support",Accounts Manager,Pune
Purchase Manager," 3,50,000 - 5,00,000 PA. ",3,"Procurement, Vendor Management, Negotiation, Inventory Control",Purchase / Vendor Development Manager,Delhi
Job Description," INR 1,00,000 - 1,50,000 PA.",0,"Job Analysis, Requirement Gathering, Recruitment Coordination",Data Entry Operator,Hyderabad
HR Executive," 2,00,000 - 3,50,000 PA. ",2,"Recruitment, Payroll, Employee Engagement, HR Policies",HR Executive,Delhi
Executive," 3,00,000 - 4,25,000 PA. ",2,"Communication, Coordination, Data Entry, Reporting, Office Administration",Claims Executive,Chennai
Front End Developer," 3,00,000 - 6,50,000 PA. ",3,"HTML, CSS, JavaScript, React, Responsive Design",Software Developer,Bengaluru
Chartered Accountant," 12,00,000 - 16,00,000 PA. ",6,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Chartered Accountant,Gurgaon
Customer Service Executive," 1,00,000 - 2,00,000 PA. ",0,"Customer Support, Call Handling, CRM, Issue Resolution",Telemarketing Executive,Chennai
Project Manager," 16,00,000 - 27,50,000 PA. ",9,"Project Planning, Risk Management, Stakeholder Communication, Agile, Budgeting",Program Manager,Bengaluru
US IT Recruiter," 4,00,000 - 8,00,000 PA. ",1,"Networking, System Administration, Security, Technical Support, Cloud Computing",Recruitment Executive,Bengaluru
AM," 6,00,000 - 14,00,000 PA. ",6,"Team Coordination, Administrative Support, Reporting, Process Handling",Product Development Manager,Ahmedabad
Branch Head," 7,50,000 - 8,50,000 PA. ",7,"Branch Operations, Sales Strategy, Team Leadership, Customer Engagement",Branch Manager,Hubli
Medical Coding Jobs," 2,50,000 - 5,00,000 PA. ",0,"ICD-10, CPT, HCPCS, Medical Terminology, Billing, Healthcare Compliance",Medical Officer,Chennai
Manager," 7,50,000 - 9,50,000 PA. ",8,"Leadership, Strategic Planning, Team Management, Reporting, Performance Monitoring",Corporate Communication Executive,Mumbai
Manager," 10,00,000 - 12,00,000 PA. ",6,"Leadership, Strategic Planning, Team Management, Reporting, Performance Monitoring",Business Development Manager,Delhi
Engineer," 3,50,000 - 4,50,000 PA. ",4,"Technical Knowledge, Problem Solving, Engineering Design, Reporting",Quality Assurance / Quality Control Executive,Ahmedabad
Legal Manager," 3,00,000 - 8,00,000 PA. ",3,"Legal Compliance, Contract Drafting, Legal Research, Corporate Law",Legal Manager,Gurgaon
Sales Executive," 2,00,000 - 3,50,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales Executive / Officer,Ahmedabad
Accounts & Finance Manager," 10,00,000 - 15,00,000 PA. ",6,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Finance / Budgeting Manager,Gurgaon
Analyst," 5,00,000 - 12,00,000 PA. ",0,"Data Analysis, Excel, Reporting, Problem Solving, Presentation Skills",Business Analyst,Delhi
Digital Marketing Executive," 1,50,000 - 6,50,000 PA. ",0,"Digital Marketing, SEO, Content Creation, Campaign Management",Social Media Marketing Manager,Mumbai
Sales Manager," 5,00,000 - 10,00,000 PA. ",4,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Bengaluru
Technical Support Associate," 2,00,000 - 2,75,000 PA. ",0,"Troubleshooting, Customer Service, Hardware Support, Software Support",Associate / Senior Associate -(Technical),Noida
IT Sales Executive," 2,00,000 - 5,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales,Ghaziabad
Sales Officer Trainee," 4,00,000 - 6,00,000 PA. ",0,"Communication, CRM, Negotiation, Lead Generation",Sales Trainer,Kolkata
Business Analyst," 1,25,000 - 2,50,000 PA. ",0,"Requirement Gathering, Business Process Analysis, Stakeholder Communication, Data Analysis",Business Analyst,Ahmedabad
Digital Marketing Executive," 2,00,000 - 3,00,000 PA. ",3,"Digital Marketing, SEO, Content Creation, Campaign Management",Digital Marketing,Pune
Account Manager," 10,00,000 - 15,00,000 PA. ",7,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Key Account Manager,Bengaluru
Accounts Manager," 5,00,000 - 6,00,000 PA. ",6,"Financial Reporting, Tally, Taxation, Auditing, Budgeting",Accounts Manager,Pune
ASM," 2,50,000 - 5,50,000 PA. ",2,"Sales Strategy, Territory Management, Team Leadership, Target Achievement",Sales Executive,Mumbai
Design Engineer," 2,00,000 - 3,00,000 PA. ",2,"AutoCAD, SolidWorks, Product Design, Mechanical Design, GD&T, 3D Modeling",Design Engineer,Delhi
Android Developer," 1,00,000 - 6,00,000 PA. ",2,"Android SDK, Java, Kotlin, Mobile App Development, Firebase",Software Developer,Pune
Marketing Executive," 1,75,000 - 3,00,000 PA. ",0,"Digital Marketing, SEO, Content Creation, Campaign Management",Direct Marketing Executive,Pune
Finance Executive," 2,25,000 - 2,75,000 PA. ",2,"Financial Reporting, Taxation, Budgeting, Cost Analysis",Finance Executive,Chennai
Sales Manager," 2,00,000 - 5,00,000 PA. ",1,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Gurgaon
Site Engineer," 1,25,000 - 2,25,000 PA. ",0,"Networking, System Administration, Security, Technical Support, Cloud Computing",Civil Engineer-Land Development,Hyderabad
Company Secretary," 2,50,000 - 5,00,000 PA. ",1,"Corporate Law, Compliance, Regulatory Filings, Board Meeting Documentation, ROC Filings",Secretary,Mumbai
Analytics Manager," 15,00,000 - 25,00,000 PA. ",6,"Data Analytics, Dashboarding, Team Management, SQL, Business Intelligence",Analytics Manager,Bengaluru
Branch Manager," 4,00,000 - 7,00,000 PA. ",5,"Branch Operations, Sales, Team Leadership, Compliance, Customer Relations",Branch Manager,Bengaluru
Software Engineer," 2,50,000 - 7,00,000 PA. ",2,"Programming, Software Development, Debugging, SDLC",Software Developer,Chennai
Service Engineer," 1,75,000 - 3,75,000 PA. ",2,"Equipment Maintenance, Troubleshooting, Customer Support, Installation, Technical Support",Service / Maintenance Engineer,Hyderabad
Manager," 5,00,000 - 15,00,000 PA. ",3,"Leadership, Strategic Planning, Team Management, Reporting, Performance Monitoring",Business Development Manager,Mumbai
Python Developer," 8,00,000 - 18,00,000 PA. ",4,"Python, Django, Flask, REST APIs, Pandas, SQL",Software Developer,Bengaluru
Business Development," 2,50,000 - 4,50,000 PA. ",2,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Business Development Manager,Delhi
Captain," 1,50,000 - 2,00,000 PA. ",2,"Team Supervision, Guest Handling, Hospitality, Food Service",Captain,Pune
Medical Coding Freshers Jobs," 2,50,000 - 4,00,000 PA. ",0,"ICD-10, CPT Coding, Healthcare Terminology, Medical Billing",Medical Officer,Chennai
Senior Executive," 2,50,000 - 4,00,000 PA. ",4,"Team Support, Reporting, Client Handling, Communication, Coordination",Material Management Executive,Mumbai
Receptionist," 4,00,000 - 9,00,000 PA. ",2,"Front Desk Management, Communication, Scheduling, Visitor Handling, MS Office",Receptionist,Mumbai
Sales Manager," 6,00,000 - 7,00,000 PA. ",7,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Gurgaon
Sales Engineer," 5,00,000 - 6,50,000 PA. ",4,"Communication, CRM, Negotiation, Lead Generation",Sales Executive,Hyderabad
Senior Manager HR," 10,00,000 - 15,00,000 PA. ",12,"Recruitment, Payroll, Employee Engagement, HR Policies",GM-HR,Mumbai
Business Analyst," 10,00,000 - 12,00,000 PA. ",3,"Requirement Gathering, Business Process Analysis, Stakeholder Communication, Data Analysis",Business Analyst,Bengaluru
Manager," 9,00,000 - 11,00,000 PA. ",6,"Leadership, Strategic Planning, Team Management, Reporting, Performance Monitoring",Budgeting Manager,Mumbai
Manager," 6,00,000 - 9,00,000 PA. ",4,"Leadership, Strategic Planning, Team Management, Reporting, Performance Monitoring",Manager,Gurgaon
Java Developer," 1,25,000 - 6,00,000 PA. ",1,"Java, Spring, Hibernate, REST APIs, SQL",Software Developer,Chandigarh
Business Development Executive," 2,50,000 - 4,50,000 PA. ",0,"Lead Generation, Sales Strategy, Market Research, Client Acquisition",Sales Executive,Mumbai
Assistant Professor,,Not mentioned,"Teaching, Curriculum Development, Research, Student Mentoring",,Delhi
Am," 3,00,000 - 7,00,000 PA. ",4,"Team Coordination, Administrative Support, Reporting, Process Handling",,Pune
Magento Developer," 8,00,000 - 18,00,000 PA. ",3,"Magento, PHP, MySQL, JavaScript, eCommerce Development, API Integration",Software Developer,Mumbai
Sales Manager," 4,00,000 - 6,00,000 PA. ",3,"Communication, CRM, Negotiation, Lead Generation",Sales / Business Development Manager,Pune
Assistant Manager," 5,00,000 - 8,50,000 PA. ",2,"Team Coordination, Process Management, Reporting, Operations Support",Audit Manager,Mumbai
